"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 22 15:32:55 GMT 2021","Fri Jan 22 15:32:57 GMT 2021","1507","","Generate stud horse","","Generate stud horse","Select mate horse","Select mate horse",""
"passed","Fri Jan 22 16:18:18 GMT 2021","Fri Jan 22 16:18:27 GMT 2021","9113","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 15:55:33 GMT 2021","Fri Jan 22 15:55:45 GMT 2021","12112","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 17:38:15 GMT 2021","Fri Jan 22 17:43:15 GMT 2021","300044","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Fri Jan 22 17:33:15 GMT 2021","Fri Jan 22 17:38:15 GMT 2021","300030","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 16:52:30 GMT 2021","Fri Jan 22 16:52:51 GMT 2021","20658","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 16:12:13 GMT 2021","Fri Jan 22 16:12:29 GMT 2021","16119","","Purchase horse with ETH","","Purchase horse with ETH","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 17:22:53 GMT 2021","Fri Jan 22 17:22:54 GMT 2021","863","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Fri Jan 22 15:55:50 GMT 2021","Fri Jan 22 16:00:50 GMT 2021","300016","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Apply the discount coupon : ZED-10-PERCENT","Apply the discount coupon : ZED-10-PERCENT",""
"failed","Fri Jan 22 16:33:31 GMT 2021","Fri Jan 22 16:33:31 GMT 2021","1","","Dual horse cash","","Dual horse cash","dual horse","dual horse",""
"passed","Fri Jan 22 15:55:28 GMT 2021","Fri Jan 22 15:55:33 GMT 2021","4531","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 16:18:27 GMT 2021","Fri Jan 22 16:23:27 GMT 2021","300015","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"failed","Fri Jan 22 17:48:18 GMT 2021","Fri Jan 22 17:53:18 GMT 2021","300015","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Fri Jan 22 15:55:20 GMT 2021","Fri Jan 22 15:55:25 GMT 2021","4982","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 15:44:17 GMT 2021","Fri Jan 22 15:44:26 GMT 2021","9239","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 16:17:52 GMT 2021","Fri Jan 22 16:17:58 GMT 2021","5939","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 15:38:29 GMT 2021","Fri Jan 22 15:38:42 GMT 2021","12688","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Apply the discount coupon : ZED-15-DOLLARS","Apply the discount coupon : ZED-15-DOLLARS",""
"failed","Fri Jan 22 16:06:35 GMT 2021","Fri Jan 22 16:07:05 GMT 2021","30028","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"passed","Fri Jan 22 17:11:50 GMT 2021","Fri Jan 22 17:11:59 GMT 2021","9187","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 16:06:11 GMT 2021","Fri Jan 22 16:06:15 GMT 2021","3923","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 16:12:47 GMT 2021","Fri Jan 22 16:12:48 GMT 2021","475","","Purchase horse with ETH","","Purchase horse with ETH","Purchase horse with ETH","Purchase horse with ETH",""
"failed","Fri Jan 22 16:33:30 GMT 2021","Fri Jan 22 16:33:31 GMT 2021","920","","Dual horse cash","","Dual horse cash","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Fri Jan 22 15:55:45 GMT 2021","Fri Jan 22 15:55:50 GMT 2021","4948","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 16:52:51 GMT 2021","Fri Jan 22 16:54:09 GMT 2021","78383","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 15:32:50 GMT 2021","Fri Jan 22 15:32:55 GMT 2021","4956","","Generate stud horse","","Generate stud horse","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 17:04:56 GMT 2021","Fri Jan 22 17:05:38 GMT 2021","42146","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 15:32:35 GMT 2021","Fri Jan 22 15:32:50 GMT 2021","15761","","Generate stud horse","","Generate stud horse","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 16:06:15 GMT 2021","Fri Jan 22 16:06:29 GMT 2021","14547","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 17:11:59 GMT 2021","Fri Jan 22 17:12:49 GMT 2021","49814","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 16:33:31 GMT 2021","Fri Jan 22 16:33:31 GMT 2021","379","","Dual horse cash","","Dual horse cash","Open new browser with magic link","Open new browser with magic link",""
"passed","Fri Jan 22 15:32:32 GMT 2021","Fri Jan 22 15:32:35 GMT 2021","3077","","Generate stud horse","","Generate stud horse","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 17:17:51 GMT 2021","Fri Jan 22 17:22:51 GMT 2021","300052","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Fri Jan 22 17:04:48 GMT 2021","Fri Jan 22 17:04:56 GMT 2021","8734","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 16:42:07 GMT 2021","Fri Jan 22 16:47:07 GMT 2021","300018","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : INVALID_COUPON","Apply the discount coupon : INVALID_COUPON",""
"passed","Fri Jan 22 15:38:25 GMT 2021","Fri Jan 22 15:38:29 GMT 2021","4216","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"failed","Fri Jan 22 17:22:51 GMT 2021","Fri Jan 22 17:22:53 GMT 2021","1865","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Fri Jan 22 15:55:07 GMT 2021","Fri Jan 22 15:55:20 GMT 2021","12909","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 16:54:34 GMT 2021","Fri Jan 22 16:59:34 GMT 2021","300072","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : EXPIRED_COUPON","Apply the discount coupon : EXPIRED_COUPON",""
"failed","Fri Jan 22 15:38:42 GMT 2021","Fri Jan 22 15:39:12 GMT 2021","30106","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Go to Marketplace and buy horse with discount - Payment with ETH","Go to Marketplace and buy horse with discount - Payment with ETH",""
"failed","Fri Jan 22 17:27:54 GMT 2021","Fri Jan 22 17:28:09 GMT 2021","15065","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"passed","Fri Jan 22 15:33:03 GMT 2021","Fri Jan 22 15:33:10 GMT 2021","7113","","Generate stud horse","","Generate stud horse","Go to Activity page and check if we breed successfully","Go to Activity page and check if we breed successfully",""
"passed","Fri Jan 22 16:33:42 GMT 2021","Fri Jan 22 16:33:53 GMT 2021","10545","","Buy horse with credit card","","Buy horse with credit card","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 17:28:14 GMT 2021","Fri Jan 22 17:33:14 GMT 2021","300041","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Fri Jan 22 15:44:14 GMT 2021","Fri Jan 22 15:44:17 GMT 2021","3095","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 17:05:38 GMT 2021","Fri Jan 22 17:05:54 GMT 2021","15399","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"failed","Fri Jan 22 17:33:15 GMT 2021","Fri Jan 22 17:33:15 GMT 2021","717","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Fri Jan 22 16:12:29 GMT 2021","Fri Jan 22 16:12:47 GMT 2021","18216","","Purchase horse with ETH","","Purchase horse with ETH","Go to Marketplace and buy horse by ETH","Go to Marketplace and buy horse by ETH",""
"failed","Fri Jan 22 16:34:41 GMT 2021","Fri Jan 22 16:34:46 GMT 2021","5017","","Buy horse with credit card","","Buy horse with credit card","Process payment by cash","Process payment by cash",""
"failed","Fri Jan 22 15:49:31 GMT 2021","Fri Jan 22 15:50:01 GMT 2021","30132","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Process the checkout with ETH","Process the checkout with ETH",""
"passed","Fri Jan 22 16:00:50 GMT 2021","Fri Jan 22 16:01:08 GMT 2021","17585","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Process the checkout with banking account and check value","Process the checkout with banking account and check value",""
"failed","Fri Jan 22 16:54:09 GMT 2021","Fri Jan 22 16:54:34 GMT 2021","24631","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"failed","Fri Jan 22 16:28:30 GMT 2021","Fri Jan 22 16:33:30 GMT 2021","300006","","Dual horse cash","","Dual horse cash","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Fri Jan 22 15:55:04 GMT 2021","Fri Jan 22 15:55:07 GMT 2021","3455","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 16:33:53 GMT 2021","Fri Jan 22 16:34:30 GMT 2021","37835","","Buy horse with credit card","","Buy horse with credit card","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 16:34:30 GMT 2021","Fri Jan 22 16:34:41 GMT 2021","10606","","Buy horse with credit card","","Buy horse with credit card","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"passed","Fri Jan 22 16:17:58 GMT 2021","Fri Jan 22 16:18:18 GMT 2021","20285","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 15:32:57 GMT 2021","Fri Jan 22 15:33:02 GMT 2021","4724","","Generate stud horse","","Generate stud horse","Select female horse","Select female horse",""
"failed","Fri Jan 22 17:22:54 GMT 2021","Fri Jan 22 17:27:54 GMT 2021","300038","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 17:05:54 GMT 2021","Fri Jan 22 17:06:38 GMT 2021","44396","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Select a racehorses stable to the open gate","Select a racehorses stable to the open gate",""
