"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 01 09:32:50 GMT 2021","Mon Feb 01 09:33:00 GMT 2021","10006","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"passed","Mon Feb 01 09:29:19 GMT 2021","Mon Feb 01 09:29:22 GMT 2021","3836","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Mon Feb 01 09:28:56 GMT 2021","Mon Feb 01 09:29:06 GMT 2021","10006","","Buy horse with credit card","","Buy horse with credit card","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Mon Feb 01 09:28:39 GMT 2021","Mon Feb 01 09:28:49 GMT 2021","10048","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"passed","Mon Feb 01 09:26:18 GMT 2021","Mon Feb 01 09:26:21 GMT 2021","2999","","Generate stud horse","","Generate stud horse","Select female horse","Select female horse",""
"failed","Mon Feb 01 09:29:47 GMT 2021","Mon Feb 01 09:29:57 GMT 2021","10007","","Dual horse cash","","Dual horse cash","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Mon Feb 01 09:28:18 GMT 2021","Mon Feb 01 09:28:18 GMT 2021","1","","Purchase horse with ETH","","Purchase horse with ETH","Verify that our order is performed","Verify that our order is performed",""
"passed","Mon Feb 01 09:26:10 GMT 2021","Mon Feb 01 09:26:16 GMT 2021","5898","","Generate stud horse","","Generate stud horse","Check that avatar is shown then click on Breeding link","Check that avatar is shown then click on Breeding link",""
"failed","Mon Feb 01 09:32:28 GMT 2021","Mon Feb 01 09:32:38 GMT 2021","10007","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Mon Feb 01 09:28:24 GMT 2021","Mon Feb 01 09:28:34 GMT 2021","10011","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Mon Feb 01 09:27:04 GMT 2021","Mon Feb 01 09:27:14 GMT 2021","10010","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Mon Feb 01 09:27:27 GMT 2021","Mon Feb 01 09:27:31 GMT 2021","4027","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Mon Feb 01 09:26:37 GMT 2021","Mon Feb 01 09:26:47 GMT 2021","10009","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Mon Feb 01 09:31:49 GMT 2021","Mon Feb 01 09:31:54 GMT 2021","5052","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Check that avatar is shown","Check that avatar is shown",""
"passed","Mon Feb 01 09:27:24 GMT 2021","Mon Feb 01 09:27:24 GMT 2021","1","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Apply the discount coupon : ZED-10-PERCENT","Apply the discount coupon : ZED-10-PERCENT",""
"failed","Mon Feb 01 09:29:36 GMT 2021","Mon Feb 01 09:29:46 GMT 2021","10016","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"passed","Mon Feb 01 09:28:21 GMT 2021","Mon Feb 01 09:28:24 GMT 2021","3874","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Mon Feb 01 09:29:59 GMT 2021","Mon Feb 01 09:29:59 GMT 2021","259","","Dual horse cash","","Dual horse cash","Open new browser with magic link","Open new browser with magic link",""
"passed","Mon Feb 01 09:26:23 GMT 2021","Mon Feb 01 09:26:30 GMT 2021","7554","","Generate stud horse","","Generate stud horse","Go to Activity page and check if we breed successfully","Go to Activity page and check if we breed successfully",""
"passed","Mon Feb 01 09:28:52 GMT 2021","Mon Feb 01 09:28:56 GMT 2021","3774","","Buy horse with credit card","","Buy horse with credit card","Update metamask info","Update metamask info",""
"passed","Mon Feb 01 09:25:56 GMT 2021","Mon Feb 01 09:26:00 GMT 2021","4042","","Generate stud horse","","Generate stud horse","Update metamask info","Update metamask info",""
"failed","Mon Feb 01 09:32:07 GMT 2021","Mon Feb 01 09:32:17 GMT 2021","10010","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Mon Feb 01 09:26:00 GMT 2021","Mon Feb 01 09:26:10 GMT 2021","10009","","Generate stud horse","","Generate stud horse","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Mon Feb 01 09:31:20 GMT 2021","Mon Feb 01 09:31:23 GMT 2021","2904","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Mon Feb 01 09:30:36 GMT 2021","Mon Feb 01 09:30:36 GMT 2021","1","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : EXPIRED_COUPON","Apply the discount coupon : EXPIRED_COUPON",""
"passed","Mon Feb 01 09:27:24 GMT 2021","Mon Feb 01 09:27:24 GMT 2021","1","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Process the checkout with ETH","Process the checkout with ETH",""
"failed","Mon Feb 01 09:30:43 GMT 2021","Mon Feb 01 09:30:53 GMT 2021","10011","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Mon Feb 01 09:31:06 GMT 2021","Mon Feb 01 09:31:10 GMT 2021","4184","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Update metamask info","Update metamask info",""
"failed","Mon Feb 01 09:32:05 GMT 2021","Mon Feb 01 09:32:07 GMT 2021","1899","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Mon Feb 01 09:31:35 GMT 2021","Mon Feb 01 09:31:39 GMT 2021","4001","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Update metamask info","Update metamask info",""
"passed","Mon Feb 01 09:26:33 GMT 2021","Mon Feb 01 09:26:37 GMT 2021","4192","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Mon Feb 01 09:29:22 GMT 2021","Mon Feb 01 09:29:32 GMT 2021","9914","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Mon Feb 01 09:32:40 GMT 2021","Mon Feb 01 09:32:50 GMT 2021","10011","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"passed","Mon Feb 01 09:28:18 GMT 2021","Mon Feb 01 09:28:18 GMT 2021","1","","Purchase horse with ETH","","Purchase horse with ETH","Purchase horse with ETH","Purchase horse with ETH",""
"failed","Mon Feb 01 09:33:10 GMT 2021","Mon Feb 01 09:33:20 GMT 2021","10001","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Mon Feb 01 09:29:06 GMT 2021","Mon Feb 01 09:29:16 GMT 2021","10005","","Buy horse with credit card","","Buy horse with credit card","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Mon Feb 01 09:27:31 GMT 2021","Mon Feb 01 09:27:41 GMT 2021","10017","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Mon Feb 01 09:33:20 GMT 2021","Mon Feb 01 09:33:22 GMT 2021","1879","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Mon Feb 01 09:29:32 GMT 2021","Mon Feb 01 09:29:36 GMT 2021","4006","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"passed","Mon Feb 01 09:27:24 GMT 2021","Mon Feb 01 09:27:24 GMT 2021","1","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Verify that our order is performed","Verify that our order is performed",""
"failed","Mon Feb 01 09:32:38 GMT 2021","Mon Feb 01 09:32:39 GMT 2021","1889","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Mon Feb 01 09:32:39 GMT 2021","Mon Feb 01 09:32:40 GMT 2021","267","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Mon Feb 01 09:27:00 GMT 2021","Mon Feb 01 09:27:04 GMT 2021","4024","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Mon Feb 01 09:27:41 GMT 2021","Mon Feb 01 09:27:51 GMT 2021","10012","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"passed","Mon Feb 01 09:26:16 GMT 2021","Mon Feb 01 09:26:18 GMT 2021","2039","","Generate stud horse","","Generate stud horse","Select mate horse","Select mate horse",""
"failed","Mon Feb 01 09:33:22 GMT 2021","Mon Feb 01 09:33:22 GMT 2021","312","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Mon Feb 01 09:28:34 GMT 2021","Mon Feb 01 09:28:39 GMT 2021","4951","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Mon Feb 01 09:28:08 GMT 2021","Mon Feb 01 09:28:18 GMT 2021","10028","","Purchase horse with ETH","","Purchase horse with ETH","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Mon Feb 01 09:29:59 GMT 2021","Mon Feb 01 09:30:09 GMT 2021","10005","","Dual horse cash","","Dual horse cash","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Mon Feb 01 09:31:23 GMT 2021","Mon Feb 01 09:31:33 GMT 2021","10011","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Select a racehorses stable to the open gate","Select a racehorses stable to the open gate",""
"passed","Mon Feb 01 09:26:21 GMT 2021","Mon Feb 01 09:26:23 GMT 2021","1441","","Generate stud horse","","Generate stud horse","Proceed breeding steps","Proceed breeding steps",""
"failed","Mon Feb 01 09:33:22 GMT 2021","Mon Feb 01 09:33:32 GMT 2021","10011","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Mon Feb 01 09:30:53 GMT 2021","Mon Feb 01 09:31:03 GMT 2021","10008","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Check that avatar is shown then click on Marketplace to select first horse","Check that avatar is shown then click on Marketplace to select first horse",""
"passed","Mon Feb 01 09:29:16 GMT 2021","Mon Feb 01 09:29:16 GMT 2021","1","","Buy horse with credit card","","Buy horse with credit card","Process payment by cash","Process payment by cash",""
"failed","Mon Feb 01 09:31:55 GMT 2021","Mon Feb 01 09:32:05 GMT 2021","10006","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Mon Feb 01 09:27:14 GMT 2021","Mon Feb 01 09:27:24 GMT 2021","10004","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"passed","Mon Feb 01 09:30:39 GMT 2021","Mon Feb 01 09:30:43 GMT 2021","3976","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Mon Feb 01 09:29:16 GMT 2021","Mon Feb 01 09:29:16 GMT 2021","1","","Buy horse with credit card","","Buy horse with credit card","Verify that our order is performed","Verify that our order is performed",""
