"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 19 06:03:39 GMT 2021","Fri Feb 19 06:05:39 GMT 2021","120001","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Fri Feb 19 05:20:05 GMT 2021","Fri Feb 19 05:20:38 GMT 2021","33769","","Pick horses and add into the entry with fee racing when logged by Meta Mask","","Pick horses and add into the entry with fee racing when logged by Meta Mask","Select a racehorses to add into the paid entry racing","Select a racehorses to add into the paid entry racing",""
"failed","Fri Feb 19 05:43:27 GMT 2021","Fri Feb 19 05:45:27 GMT 2021","120008","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Fri Feb 19 05:53:37 GMT 2021","Fri Feb 19 05:55:37 GMT 2021","120003","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Fri Feb 19 06:01:38 GMT 2021","Fri Feb 19 06:03:38 GMT 2021","120011","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Fri Feb 19 05:19:28 GMT 2021","Fri Feb 19 05:19:28 GMT 2021","25","","Buy horse with credit card","","Buy horse with credit card","Apply the discount coupon : ANH_TEST","Apply the discount coupon : ANH_TEST",""
"passed","Fri Feb 19 05:53:36 GMT 2021","Fri Feb 19 05:53:37 GMT 2021","1156","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Fri Feb 19 05:19:48 GMT 2021","Fri Feb 19 05:19:51 GMT 2021","3352","","Pick horses and add into the entry with fee racing when logged by Meta Mask","","Pick horses and add into the entry with fee racing when logged by Meta Mask","Update metamask info","Update metamask info",""
"failed","Fri Feb 19 05:26:00 GMT 2021","Fri Feb 19 05:28:00 GMT 2021","120015","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Check that the ZED app is loading successfully","Check that the ZED app is loading successfully",""
"failed","Fri Feb 19 05:19:44 GMT 2021","Fri Feb 19 05:19:44 GMT 2021","3","","Purchase horse with ETH","","Purchase horse with ETH","Apply the discount coupon : ANH_TEST","Apply the discount coupon : ANH_TEST",""
"failed","Fri Feb 19 06:23:41 GMT 2021","Fri Feb 19 06:23:42 GMT 2021","1189","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Fri Feb 19 05:20:58 GMT 2021","Fri Feb 19 05:21:56 GMT 2021","57523","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Fri Feb 19 06:23:42 GMT 2021","Fri Feb 19 06:23:43 GMT 2021","285","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open new browser with magic link","Open new browser with magic link",""
