"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 23 09:47:53 GMT 2021","Sat Jan 23 09:47:53 GMT 2021","6","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Sat Jan 23 09:47:54 GMT 2021","Sat Jan 23 09:47:54 GMT 2021","6","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Check that avatar is shown then click on Marketplace to select first horse","Check that avatar is shown then click on Marketplace to select first horse",""
"failed","Sat Jan 23 09:47:51 GMT 2021","Sat Jan 23 09:47:51 GMT 2021","2","","Buy horse with credit card","","Buy horse with credit card","Verify that our order is performed","Verify that our order is performed",""
"failed","Sat Jan 23 09:47:53 GMT 2021","Sat Jan 23 09:47:53 GMT 2021","5","","Dual horse cash","","Dual horse cash","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Sat Jan 23 09:47:51 GMT 2021","Sat Jan 23 09:47:51 GMT 2021","0","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Apply the discount coupon : ZED-10-PERCENT","Apply the discount coupon : ZED-10-PERCENT",""
"failed","Sat Jan 23 09:47:53 GMT 2021","Sat Jan 23 09:47:53 GMT 2021","4","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"failed","Sat Jan 23 09:47:51 GMT 2021","Sat Jan 23 09:47:51 GMT 2021","1","","Buy horse with credit card","","Buy horse with credit card","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Sat Jan 23 09:47:53 GMT 2021","Sat Jan 23 09:47:53 GMT 2021","3","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Sat Jan 23 09:47:51 GMT 2021","Sat Jan 23 09:47:51 GMT 2021","3","","Buy horse with credit card","","Buy horse with credit card","Update metamask info","Update metamask info",""
"failed","Sat Jan 23 09:47:54 GMT 2021","Sat Jan 23 09:47:54 GMT 2021","0","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : INVALID_COUPON","Apply the discount coupon : INVALID_COUPON",""
"failed","Sat Jan 23 09:47:51 GMT 2021","Sat Jan 23 09:47:51 GMT 2021","3","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Sat Jan 23 09:47:54 GMT 2021","Sat Jan 23 09:47:54 GMT 2021","2","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Sat Jan 23 09:47:57 GMT 2021","Sat Jan 23 09:47:58 GMT 2021","1125","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Sat Jan 23 09:47:50 GMT 2021","Sat Jan 23 09:47:50 GMT 2021","7","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Sat Jan 23 09:47:50 GMT 2021","Sat Jan 23 09:47:50 GMT 2021","1","","Generate stud horse","","Generate stud horse","Go to Activity page and check if we breed successfully","Go to Activity page and check if we breed successfully",""
"failed","Sat Jan 23 09:47:54 GMT 2021","Sat Jan 23 09:47:54 GMT 2021","0","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Sat Jan 23 09:47:54 GMT 2021","Sat Jan 23 09:47:54 GMT 2021","386","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Sat Jan 23 09:47:50 GMT 2021","Sat Jan 23 09:47:50 GMT 2021","3","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Sat Jan 23 09:47:53 GMT 2021","Sat Jan 23 09:47:53 GMT 2021","6","","Dual horse cash","","Dual horse cash","Open new browser with magic link","Open new browser with magic link",""
"failed","Sat Jan 23 09:47:51 GMT 2021","Sat Jan 23 09:47:51 GMT 2021","1","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Verify that our order is performed","Verify that our order is performed",""
"failed","Sat Jan 23 09:47:55 GMT 2021","Sat Jan 23 09:47:55 GMT 2021","24","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Sat Jan 23 09:47:50 GMT 2021","Sat Jan 23 09:47:50 GMT 2021","1","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Verify that our order is performed","Verify that our order is performed",""
"failed","Sat Jan 23 09:47:54 GMT 2021","Sat Jan 23 09:47:54 GMT 2021","5","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Check that avatar is shown","Check that avatar is shown",""
