"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 15 13:43:24 GMT 2021","Thu Apr 15 13:45:24 GMT 2021","120005","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Proceed breeding steps","Proceed breeding steps",""
"failed","Thu Apr 15 13:50:22 GMT 2021","Thu Apr 15 13:52:22 GMT 2021","120034","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Select horse then click on Transfer button","Select horse then click on Transfer button",""
"failed","Thu Apr 15 14:36:02 GMT 2021","Thu Apr 15 14:38:02 GMT 2021","120018","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Open new browser with magic link","Open new browser with magic link",""
"failed","Thu Apr 15 14:44:33 GMT 2021","Thu Apr 15 14:46:33 GMT 2021","120045","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"passed","Thu Apr 15 14:41:18 GMT 2021","Thu Apr 15 14:41:39 GMT 2021","20507","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Thu Apr 15 13:58:45 GMT 2021","Thu Apr 15 14:00:45 GMT 2021","120013","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Apr 15 14:34:54 GMT 2021","Thu Apr 15 14:35:00 GMT 2021","5759","","Pick horses and add into the free racing when logged by Meta Mask","","Pick horses and add into the free racing when logged by Meta Mask","Update metamask info","Update metamask info",""
"failed","Thu Apr 15 13:54:17 GMT 2021","Thu Apr 15 13:56:17 GMT 2021","120006","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Apr 15 13:49:56 GMT 2021","Thu Apr 15 13:49:58 GMT 2021","1869","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a racehorse existing on Stable Page","Validate has a racehorse existing on Stable Page",""
"failed","Thu Apr 15 14:00:45 GMT 2021","Thu Apr 15 14:01:30 GMT 2021","45147","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Check that avatar is shown then click on Breeding link","Check that avatar is shown then click on Breeding link",""
"failed","Thu Apr 15 13:39:24 GMT 2021","Thu Apr 15 13:41:24 GMT 2021","120025","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Select mate horse","Select mate horse",""
"passed","Thu Apr 15 13:56:17 GMT 2021","Thu Apr 15 13:56:17 GMT 2021","435","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Check that the ZED app is loading successfully","Check that the ZED app is loading successfully",""
"failed","Thu Apr 15 14:20:41 GMT 2021","Thu Apr 15 14:21:26 GMT 2021","45099","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Thu Apr 15 14:46:55 GMT 2021","Thu Apr 15 14:48:55 GMT 2021","120017","","Pick horses and add into the free racing when logged by Magic Link","","Pick horses and add into the free racing when logged by Magic Link","Open new browser with magic link","Open new browser with magic link",""
"failed","Thu Apr 15 14:48:56 GMT 2021","Thu Apr 15 14:49:36 GMT 2021","40433","","Pick horses and add into the free racing when logged by Magic Link","","Pick horses and add into the free racing when logged by Magic Link","Select a racehorses and add into the free racing","Select a racehorses and add into the free racing",""
"passed","Thu Apr 15 14:51:37 GMT 2021","Thu Apr 15 14:51:59 GMT 2021","22274","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Thu Apr 15 13:56:23 GMT 2021","Thu Apr 15 13:56:24 GMT 2021","1587","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate has a result on Result Page","Validate has a result on Result Page",""
"failed","Thu Apr 15 14:25:26 GMT 2021","Thu Apr 15 14:25:26 GMT 2021","3","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Check the detail payment","Check the detail payment",""
"passed","Thu Apr 15 14:18:34 GMT 2021","Thu Apr 15 14:18:48 GMT 2021","14777","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Apr 15 13:56:25 GMT 2021","Thu Apr 15 13:56:27 GMT 2021","2114","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate has a racehorse existing on Stable Page","Validate has a racehorse existing on Stable Page",""
"passed","Thu Apr 15 14:20:15 GMT 2021","Thu Apr 15 14:20:20 GMT 2021","5022","","Give a name to newborn horse when logging in with Metamask","","Give a name to newborn horse when logging in with Metamask","Click on Accept button to close the cookie popup","Click on Accept button to close the cookie popup",""
"passed","Thu Apr 15 14:35:42 GMT 2021","Thu Apr 15 14:36:01 GMT 2021","19218","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Thu Apr 15 14:30:31 GMT 2021","Thu Apr 15 14:30:49 GMT 2021","17600","","Give a name to newborn horse when logging in with magic link","","Give a name to newborn horse when logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Thu Apr 15 13:50:01 GMT 2021","Thu Apr 15 13:50:05 GMT 2021","4338","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Update metamask info","Update metamask info",""
"failed","Thu Apr 15 13:32:58 GMT 2021","Thu Apr 15 13:34:58 GMT 2021","120004","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Check the detail payment","Check the detail payment",""
"failed","Thu Apr 15 14:30:50 GMT 2021","Thu Apr 15 14:32:50 GMT 2021","120015","","Give a name to newborn horse when logging in with magic link","","Give a name to newborn horse when logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Apr 15 13:53:40 GMT 2021","Thu Apr 15 13:53:53 GMT 2021","13393","","Generate stud horse","","Generate stud horse","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Apr 15 13:32:53 GMT 2021","Thu Apr 15 13:32:57 GMT 2021","4175","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Process the checkout with ETH","Process the checkout with ETH",""
"passed","Thu Apr 15 14:32:50 GMT 2021","Thu Apr 15 14:32:51 GMT 2021","644","","Give a name to newborn horse when logging in with magic link","","Give a name to newborn horse when logging in with magic link","Wait until wallet icon is shown","Wait until wallet icon is shown",""
"passed","Thu Apr 15 14:20:00 GMT 2021","Thu Apr 15 14:20:15 GMT 2021","15174","","Give a name to newborn horse when logging in with Metamask","","Give a name to newborn horse when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Apr 15 14:18:28 GMT 2021","Thu Apr 15 14:18:34 GMT 2021","5345","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Thu Apr 15 14:11:31 GMT 2021","Thu Apr 15 14:12:15 GMT 2021","44800","","Pick horses and add into the entry with fee racing when logged by Meta Mask","","Pick horses and add into the entry with fee racing when logged by Meta Mask","Select a racehorses to add into the paid entry racing","Select a racehorses to add into the paid entry racing",""
"passed","Thu Apr 15 14:41:08 GMT 2021","Thu Apr 15 14:41:17 GMT 2021","9415","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Check that avatar is shown","Check that avatar is shown",""
"failed","Thu Apr 15 13:45:24 GMT 2021","Thu Apr 15 13:47:24 GMT 2021","120006","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Go to Activity page and check if we breed successfully","Go to Activity page and check if we breed successfully",""
"failed","Thu Apr 15 14:25:45 GMT 2021","Thu Apr 15 14:27:45 GMT 2021","120005","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Apr 15 13:49:44 GMT 2021","Thu Apr 15 13:49:49 GMT 2021","4447","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Wait for the web is loading successfully","Wait for the web is loading successfully",""
"failed","Thu Apr 15 14:05:30 GMT 2021","Thu Apr 15 14:07:30 GMT 2021","120006","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Proceed breeding steps","Proceed breeding steps",""
"passed","Thu Apr 15 14:43:26 GMT 2021","Thu Apr 15 14:43:46 GMT 2021","19315","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Thu Apr 15 13:58:44 GMT 2021","Thu Apr 15 13:58:45 GMT 2021","1218","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Thu Apr 15 14:52:00 GMT 2021","Thu Apr 15 14:52:02 GMT 2021","1595","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Thu Apr 15 14:12:24 GMT 2021","Thu Apr 15 14:14:24 GMT 2021","120004","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Apr 15 13:49:55 GMT 2021","Thu Apr 15 13:49:56 GMT 2021","780","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a Winning on Winning Page","Validate has a Winning on Winning Page",""
"failed","Thu Apr 15 14:38:03 GMT 2021","Thu Apr 15 14:38:38 GMT 2021","35098","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Select a racehorses to add into the paid entry racing","Select a racehorses to add into the paid entry racing",""
"failed","Thu Apr 15 13:37:24 GMT 2021","Thu Apr 15 13:39:24 GMT 2021","120017","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Check that avatar is shown then click on Breeding link","Check that avatar is shown then click on Breeding link",""
"passed","Thu Apr 15 13:53:53 GMT 2021","Thu Apr 15 13:53:58 GMT 2021","4173","","Generate stud horse","","Generate stud horse","Click on Filter button in My Stable page","Click on Filter button in My Stable page",""
"failed","Thu Apr 15 13:41:24 GMT 2021","Thu Apr 15 13:43:24 GMT 2021","120007","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Select female horse","Select female horse",""
"passed","Thu Apr 15 13:35:19 GMT 2021","Thu Apr 15 13:35:24 GMT 2021","4507","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Update metamask info","Update metamask info",""
"passed","Thu Apr 15 14:12:19 GMT 2021","Thu Apr 15 14:12:24 GMT 2021","5127","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Thu Apr 15 13:34:58 GMT 2021","Thu Apr 15 13:35:16 GMT 2021","17300","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Go back to user stable and check if horse is transferred","Go back to user stable and check if horse is transferred",""
"passed","Thu Apr 15 14:51:59 GMT 2021","Thu Apr 15 14:52:00 GMT 2021","1150","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Thu Apr 15 13:53:58 GMT 2021","Thu Apr 15 13:53:59 GMT 2021","927","","Generate stud horse","","Generate stud horse","Filter with male horse","Filter with male horse",""
"passed","Thu Apr 15 13:56:22 GMT 2021","Thu Apr 15 13:56:23 GMT 2021","804","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate has a race open on Events page","Validate has a race open on Events page",""
"passed","Thu Apr 15 14:42:26 GMT 2021","Thu Apr 15 14:43:25 GMT 2021","59098","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Thu Apr 15 14:28:30 GMT 2021","Thu Apr 15 14:30:30 GMT 2021","120008","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Select horse then click on Transfer button","Select horse then click on Transfer button",""
"passed","Thu Apr 15 14:11:09 GMT 2021","Thu Apr 15 14:11:25 GMT 2021","16201","","Pick horses and add into the entry with fee racing when logged by Meta Mask","","Pick horses and add into the entry with fee racing when logged by Meta Mask","Open ZedRun page and click Connect Metamask","Open ZedRun page and click Connect Metamask",""
"passed","Thu Apr 15 14:40:48 GMT 2021","Thu Apr 15 14:41:08 GMT 2021","19728","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Apr 15 14:18:48 GMT 2021","Thu Apr 15 14:18:53 GMT 2021","4907","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"passed","Thu Apr 15 14:40:42 GMT 2021","Thu Apr 15 14:40:48 GMT 2021","6117","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Update metamask info","Update metamask info",""
"passed","Thu Apr 15 13:49:53 GMT 2021","Thu Apr 15 13:49:54 GMT 2021","658","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a race open on Events page","Validate has a race open on Events page",""
"failed","Thu Apr 15 13:35:24 GMT 2021","Thu Apr 15 13:37:24 GMT 2021","120003","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Thu Apr 15 14:21:26 GMT 2021","Thu Apr 15 14:23:26 GMT 2021","120010","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Process the checkout with ETH","Process the checkout with ETH",""
"passed","Thu Apr 15 14:25:43 GMT 2021","Thu Apr 15 14:25:45 GMT 2021","1222","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Thu Apr 15 13:53:59 GMT 2021","Thu Apr 15 13:54:15 GMT 2021","15907","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Thu Apr 15 14:43:46 GMT 2021","Thu Apr 15 14:43:47 GMT 2021","1251","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Thu Apr 15 14:14:25 GMT 2021","Thu Apr 15 14:16:25 GMT 2021","120046","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Click on Deposit button and type amount to deposit","Click on Deposit button and type amount to deposit",""
"passed","Thu Apr 15 14:43:48 GMT 2021","Thu Apr 15 14:44:33 GMT 2021","44803","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"passed","Thu Apr 15 13:49:54 GMT 2021","Thu Apr 15 13:49:55 GMT 2021","1360","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a result on Result Page","Validate has a result on Result Page",""
"failed","Thu Apr 15 14:27:45 GMT 2021","Thu Apr 15 14:28:30 GMT 2021","45080","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Go to My Settings page then click on Select Racehorse","Go to My Settings page then click on Select Racehorse",""
"failed","Thu Apr 15 14:09:30 GMT 2021","Thu Apr 15 14:11:00 GMT 2021","90113","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Go to Stable page and verify there is a new horse","Go to Stable page and verify there is a new horse",""
"passed","Thu Apr 15 13:53:36 GMT 2021","Thu Apr 15 13:53:40 GMT 2021","4297","","Generate stud horse","","Generate stud horse","Update metamask info","Update metamask info",""
"passed","Thu Apr 15 13:32:27 GMT 2021","Thu Apr 15 13:32:31 GMT 2021","4514","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Update metamask info","Update metamask info",""
"failed","Thu Apr 15 13:52:22 GMT 2021","Thu Apr 15 13:52:52 GMT 2021","30008","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Confirm the transfer","Confirm the transfer",""
"passed","Thu Apr 15 14:20:40 GMT 2021","Thu Apr 15 14:20:41 GMT 2021","1120","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Open new browser with magic link","Open new browser with magic link",""
"failed","Thu Apr 15 14:03:30 GMT 2021","Thu Apr 15 14:05:30 GMT 2021","120008","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Select female horse","Select female horse",""
"failed","Thu Apr 15 14:01:30 GMT 2021","Thu Apr 15 14:03:30 GMT 2021","120008","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Select mate horse","Select mate horse",""
"passed","Thu Apr 15 13:32:45 GMT 2021","Thu Apr 15 13:32:53 GMT 2021","7251","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"passed","Thu Apr 15 13:56:19 GMT 2021","Thu Apr 15 13:56:21 GMT 2021","2602","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate Marketplace Page has a racehorse","Validate Marketplace Page has a racehorse",""
"passed","Thu Apr 15 14:43:47 GMT 2021","Thu Apr 15 14:43:48 GMT 2021","1522","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Apr 15 14:41:40 GMT 2021","Thu Apr 15 14:41:42 GMT 2021","1685","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Apr 15 13:49:32 GMT 2021","Thu Apr 15 13:49:44 GMT 2021","12303","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Apr 15 14:20:21 GMT 2021","Thu Apr 15 14:20:38 GMT 2021","17249","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
