"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 23 09:51:24 GMT 2021","Sat Jan 23 09:51:24 GMT 2021","6","","Dual horse cash","","Dual horse cash","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Sat Jan 23 09:51:22 GMT 2021","Sat Jan 23 09:51:22 GMT 2021","5","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Sat Jan 23 09:51:31 GMT 2021","Sat Jan 23 09:51:31 GMT 2021","1","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Sat Jan 23 09:51:20 GMT 2021","Sat Jan 23 09:51:20 GMT 2021","1","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Sat Jan 23 09:51:22 GMT 2021","Sat Jan 23 09:51:24 GMT 2021","1570","","Dual horse cash","","Dual horse cash","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Sat Jan 23 09:51:24 GMT 2021","Sat Jan 23 09:51:24 GMT 2021","5","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Sat Jan 23 09:51:26 GMT 2021","Sat Jan 23 09:51:26 GMT 2021","2","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Sat Jan 23 09:51:20 GMT 2021","Sat Jan 23 09:51:20 GMT 2021","7","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Wait until wallet icon is shown","Wait until wallet icon is shown",""
"failed","Sat Jan 23 09:51:22 GMT 2021","Sat Jan 23 09:51:22 GMT 2021","1","","Purchase horse with ETH","","Purchase horse with ETH","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Sat Jan 23 09:51:25 GMT 2021","Sat Jan 23 09:51:25 GMT 2021","1","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : INVALID_COUPON","Apply the discount coupon : INVALID_COUPON",""
"failed","Sat Jan 23 09:51:24 GMT 2021","Sat Jan 23 09:51:24 GMT 2021","5","","Dual horse cash","","Dual horse cash","Open new browser with magic link","Open new browser with magic link",""
"failed","Sat Jan 23 09:51:22 GMT 2021","Sat Jan 23 09:51:22 GMT 2021","2","","Purchase horse with ETH","","Purchase horse with ETH","Update metamask info","Update metamask info",""
"failed","Sat Jan 23 09:51:22 GMT 2021","Sat Jan 23 09:51:22 GMT 2021","0","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Sat Jan 23 09:51:22 GMT 2021","Sat Jan 23 09:51:22 GMT 2021","5","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Check that avatar is shown then click on Marketplace to select first horse","Check that avatar is shown then click on Marketplace to select first horse",""
