"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 01 15:17:13 GMT 2021","Fri Jan 01 15:17:13 GMT 2021","54","","Login to ZedRUn with magic link","","Login to ZedRUn with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Fri Jan 01 15:17:03 GMT 2021","Fri Jan 01 15:17:13 GMT 2021","10003","","Login to ZedRUn with magic link","","Login to ZedRUn with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Fri Jan 01 15:17:13 GMT 2021","Fri Jan 01 15:17:23 GMT 2021","10012","","Login to ZedRUn with magic link","","Login to ZedRUn with magic link","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Fri Jan 01 15:17:13 GMT 2021","Fri Jan 01 15:17:13 GMT 2021","480","","Login to ZedRUn with magic link","","Login to ZedRUn with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
