"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 22 17:18:59 GMT 2021","Fri Jan 22 17:20:20 GMT 2021","80549","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 16:56:47 GMT 2021","Fri Jan 22 17:01:47 GMT 2021","300009","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : INVALID_COUPON","Apply the discount coupon : INVALID_COUPON",""
"failed","Fri Jan 22 16:48:59 GMT 2021","Fri Jan 22 16:49:00 GMT 2021","614","","Dual horse cash","","Dual horse cash","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Fri Jan 22 17:08:23 GMT 2021","Fri Jan 22 17:13:23 GMT 2021","300014","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : EXPIRED_COUPON","Apply the discount coupon : EXPIRED_COUPON",""
"failed","Fri Jan 22 17:08:13 GMT 2021","Fri Jan 22 17:08:23 GMT 2021","10026","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 16:05:17 GMT 2021","Fri Jan 22 16:05:23 GMT 2021","5717","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 16:33:44 GMT 2021","Fri Jan 22 16:33:55 GMT 2021","11104","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 16:21:06 GMT 2021","Fri Jan 22 16:21:24 GMT 2021","17976","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 15:54:11 GMT 2021","Fri Jan 22 15:54:22 GMT 2021","11399","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 17:07:17 GMT 2021","Fri Jan 22 17:08:13 GMT 2021","56262","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 15:37:34 GMT 2021","Fri Jan 22 15:37:34 GMT 2021","0","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Select horses from user stable to the open gate","Select horses from user stable to the open gate",""
"failed","Fri Jan 22 15:59:27 GMT 2021","Fri Jan 22 15:59:57 GMT 2021","30147","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Process the checkout with ETH","Process the checkout with ETH",""
"passed","Fri Jan 22 16:49:21 GMT 2021","Fri Jan 22 16:49:56 GMT 2021","35663","","Buy horse with credit card","","Buy horse with credit card","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 16:49:00 GMT 2021","Fri Jan 22 16:49:00 GMT 2021","26","","Dual horse cash","","Dual horse cash","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"passed","Fri Jan 22 15:37:18 GMT 2021","Fri Jan 22 15:37:21 GMT 2021","2818","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 15:48:17 GMT 2021","Fri Jan 22 15:48:22 GMT 2021","4483","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 16:05:33 GMT 2021","Fri Jan 22 16:05:49 GMT 2021","15865","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 16:27:13 GMT 2021","Fri Jan 22 16:27:36 GMT 2021","22747","","Purchase horse with ETH","","Purchase horse with ETH","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Fri Jan 22 15:42:53 GMT 2021","Fri Jan 22 15:42:54 GMT 2021","881","","Generate stud horse","","Generate stud horse","Select mate horse","Select mate horse",""
"passed","Fri Jan 22 15:54:08 GMT 2021","Fri Jan 22 15:54:11 GMT 2021","3196","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 17:40:46 GMT 2021","Fri Jan 22 17:40:46 GMT 2021","622","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Fri Jan 22 17:35:46 GMT 2021","Fri Jan 22 17:40:46 GMT 2021","300042","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Fri Jan 22 17:30:24 GMT 2021","Fri Jan 22 17:30:25 GMT 2021","854","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Fri Jan 22 16:05:49 GMT 2021","Fri Jan 22 16:05:55 GMT 2021","6346","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"failed","Fri Jan 22 17:30:25 GMT 2021","Fri Jan 22 17:35:25 GMT 2021","300025","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"failed","Fri Jan 22 18:00:52 GMT 2021","Fri Jan 22 18:05:52 GMT 2021","300026","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Fri Jan 22 18:00:51 GMT 2021","Fri Jan 22 18:00:51 GMT 2021","615","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Fri Jan 22 15:42:37 GMT 2021","Fri Jan 22 15:42:39 GMT 2021","2854","","Generate stud horse","","Generate stud horse","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 17:55:50 GMT 2021","Fri Jan 22 18:00:51 GMT 2021","300006","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Fri Jan 22 16:05:00 GMT 2021","Fri Jan 22 16:05:04 GMT 2021","4001","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 15:42:54 GMT 2021","Fri Jan 22 15:42:56 GMT 2021","1889","","Generate stud horse","","Generate stud horse","Select female horse","Select female horse",""
"passed","Fri Jan 22 17:18:43 GMT 2021","Fri Jan 22 17:18:59 GMT 2021","16639","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 16:05:27 GMT 2021","Fri Jan 22 16:05:33 GMT 2021","5813","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Fri Jan 22 15:42:56 GMT 2021","Fri Jan 22 15:42:57 GMT 2021","956","","Generate stud horse","","Generate stud horse","Proceed breeding steps","Proceed breeding steps",""
"failed","Fri Jan 22 17:30:23 GMT 2021","Fri Jan 22 17:30:24 GMT 2021","634","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Fri Jan 22 16:50:06 GMT 2021","Fri Jan 22 16:50:11 GMT 2021","5095","","Buy horse with credit card","","Buy horse with credit card","Process payment by cash","Process payment by cash",""
"passed","Fri Jan 22 16:05:04 GMT 2021","Fri Jan 22 16:05:17 GMT 2021","12976","","Use fixed discount voucher to buy horse with card while logging in with Metamask","","Use fixed discount voucher to buy horse with card while logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Fri Jan 22 16:49:56 GMT 2021","Fri Jan 22 16:50:06 GMT 2021","10016","","Buy horse with credit card","","Buy horse with credit card","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Fri Jan 22 15:48:35 GMT 2021","Fri Jan 22 15:49:05 GMT 2021","30117","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Go to Marketplace and buy horse with discount - Payment with ETH","Go to Marketplace and buy horse with discount - Payment with ETH",""
"passed","Fri Jan 22 15:54:22 GMT 2021","Fri Jan 22 15:54:27 GMT 2021","4891","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","","Use fixed discount voucher to buy horse with ETH while logging in with Metamask","Check that avatar is shown then click on Marketplace link","Check that avatar is shown then click on Marketplace link",""
"passed","Fri Jan 22 15:42:57 GMT 2021","Fri Jan 22 15:43:03 GMT 2021","6056","","Generate stud horse","","Generate stud horse","Go to Activity page and check if we breed successfully","Go to Activity page and check if we breed successfully",""
"failed","Fri Jan 22 17:45:47 GMT 2021","Fri Jan 22 17:50:47 GMT 2021","300027","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"passed","Fri Jan 22 16:49:11 GMT 2021","Fri Jan 22 16:49:21 GMT 2021","10152","","Buy horse with credit card","","Buy horse with credit card","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 16:21:31 GMT 2021","Fri Jan 22 16:22:02 GMT 2021","30466","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Fri Jan 22 17:35:25 GMT 2021","Fri Jan 22 17:35:40 GMT 2021","15070","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"failed","Fri Jan 22 16:33:55 GMT 2021","Fri Jan 22 16:38:55 GMT 2021","300013","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"passed","Fri Jan 22 15:37:34 GMT 2021","Fri Jan 22 15:37:34 GMT 2021","1","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Select event and check if size is correct","Select event and check if size is correct",""
"passed","Fri Jan 22 16:33:06 GMT 2021","Fri Jan 22 16:33:13 GMT 2021","6708","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Fri Jan 22 16:10:55 GMT 2021","Fri Jan 22 16:15:55 GMT 2021","300006","","Use percent discount voucher to buy horse with card while logging in with Metamask","","Use percent discount voucher to buy horse with card while logging in with Metamask","Process the checkout with banking account and check value","Process the checkout with banking account and check value",""
"failed","Fri Jan 22 17:40:47 GMT 2021","Fri Jan 22 17:45:47 GMT 2021","300016","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Check that avatar is shown then click on Wallet","Check that avatar is shown then click on Wallet",""
"passed","Fri Jan 22 15:42:39 GMT 2021","Fri Jan 22 15:42:49 GMT 2021","9760","","Generate stud horse","","Generate stud horse","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
