"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 04 02:54:21 GMT 2021","Thu Feb 04 02:54:26 GMT 2021","4407","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Thu Feb 04 03:25:47 GMT 2021","Thu Feb 04 03:27:47 GMT 2021","120004","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Thu Feb 04 02:52:04 GMT 2021","Thu Feb 04 02:54:04 GMT 2021","120029","","Purchase horse with ETH","","Purchase horse with ETH","Purchase horse with ETH","Purchase horse with ETH",""
"failed","Thu Feb 04 02:49:12 GMT 2021","Thu Feb 04 02:49:14 GMT 2021","1554","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate Marketplace Page has a racehorse","Validate Marketplace Page has a racehorse",""
"passed","Thu Feb 04 02:48:44 GMT 2021","Thu Feb 04 02:48:45 GMT 2021","1022","","Generate stud horse","","Generate stud horse","Proceed breeding steps","Proceed breeding steps",""
"failed","Thu Feb 04 02:49:14 GMT 2021","Thu Feb 04 02:49:15 GMT 2021","1066","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate Stud Service Page has a racehorse In Stud","Validate Stud Service Page has a racehorse In Stud",""
"failed","Thu Feb 04 02:55:47 GMT 2021","Thu Feb 04 02:57:47 GMT 2021","120024","","Buy horse with credit card","","Buy horse with credit card","Process payment by cash","Process payment by cash",""
"failed","Thu Feb 04 03:08:05 GMT 2021","Thu Feb 04 03:08:11 GMT 2021","6276","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Apply the discount coupon : INVALID_COUPON","Apply the discount coupon : INVALID_COUPON",""
"failed","Thu Feb 04 02:57:47 GMT 2021","Thu Feb 04 02:59:47 GMT 2021","120007","","Buy horse with credit card","","Buy horse with credit card","Verify that our order is performed","Verify that our order is performed",""
"passed","Thu Feb 04 02:54:11 GMT 2021","Thu Feb 04 02:54:21 GMT 2021","10249","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Feb 04 02:59:51 GMT 2021","Thu Feb 04 02:59:55 GMT 2021","3933","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Thu Feb 04 02:51:58 GMT 2021","Thu Feb 04 02:52:04 GMT 2021","6137","","Purchase horse with ETH","","Purchase horse with ETH","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Thu Feb 04 03:13:44 GMT 2021","Thu Feb 04 03:15:44 GMT 2021","120008","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Thu Feb 04 03:19:46 GMT 2021","Thu Feb 04 03:19:46 GMT 2021","226","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Feb 04 03:07:59 GMT 2021","Thu Feb 04 03:08:05 GMT 2021","6181","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Check that avatar is shown then click on Marketplace to select first horse","Check that avatar is shown then click on Marketplace to select first horse",""
"failed","Thu Feb 04 03:27:49 GMT 2021","Thu Feb 04 03:29:49 GMT 2021","120009","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Thu Feb 04 02:54:04 GMT 2021","Thu Feb 04 02:54:04 GMT 2021","16","","Purchase horse with ETH","","Purchase horse with ETH","Verify that our order is performed","Verify that our order is performed",""
"failed","Thu Feb 04 03:01:07 GMT 2021","Thu Feb 04 03:03:07 GMT 2021","120008","","Dual horse cash","","Dual horse cash","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Thu Feb 04 03:19:46 GMT 2021","Thu Feb 04 03:21:46 GMT 2021","120008","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"passed","Thu Feb 04 02:49:39 GMT 2021","Thu Feb 04 02:49:40 GMT 2021","1173","","Generate stud horse","","Generate stud horse","Filter with male horse","Filter with male horse",""
"passed","Thu Feb 04 02:55:41 GMT 2021","Thu Feb 04 02:55:47 GMT 2021","6095","","Buy horse with credit card","","Buy horse with credit card","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Thu Feb 04 03:11:42 GMT 2021","Thu Feb 04 03:11:44 GMT 2021","1283","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Thu Feb 04 02:49:16 GMT 2021","Thu Feb 04 02:49:17 GMT 2021","775","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a Winning on Winning Page","Validate has a Winning on Winning Page",""
"passed","Thu Feb 04 02:55:30 GMT 2021","Thu Feb 04 02:55:41 GMT 2021","11261","","Buy horse with credit card","","Buy horse with credit card","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Thu Feb 04 02:54:07 GMT 2021","Thu Feb 04 02:54:11 GMT 2021","3917","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Thu Feb 04 02:59:55 GMT 2021","Thu Feb 04 03:00:05 GMT 2021","10243","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Thu Feb 04 03:19:45 GMT 2021","Thu Feb 04 03:19:46 GMT 2021","1216","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Thu Feb 04 02:48:59 GMT 2021","Thu Feb 04 02:49:10 GMT 2021","11018","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Thu Feb 04 03:09:42 GMT 2021","Thu Feb 04 03:11:42 GMT 2021","120008","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"passed","Thu Feb 04 03:09:37 GMT 2021","Thu Feb 04 03:09:42 GMT 2021","4400","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Check that avatar is shown","Check that avatar is shown",""
"failed","Thu Feb 04 03:03:07 GMT 2021","Thu Feb 04 03:03:08 GMT 2021","1316","","Dual horse cash","","Dual horse cash","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Thu Feb 04 03:07:43 GMT 2021","Thu Feb 04 03:07:47 GMT 2021","4079","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Thu Feb 04 03:08:33 GMT 2021","Thu Feb 04 03:09:18 GMT 2021","45364","","Pick horses to gate and process Next to Run event","","Pick horses to gate and process Next to Run event","Select a racehorses stable to the open gate","Select a racehorses stable to the open gate",""
"failed","Thu Feb 04 03:21:46 GMT 2021","Thu Feb 04 03:23:46 GMT 2021","120017","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Click on Deposit button and check if ETH balance is updated","Click on Deposit button and check if ETH balance is updated",""
"passed","Thu Feb 04 03:07:47 GMT 2021","Thu Feb 04 03:07:59 GMT 2021","11670","","Use expired discount voucher when logging in with Metamask","","Use expired discount voucher when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Thu Feb 04 03:03:08 GMT 2021","Thu Feb 04 03:03:09 GMT 2021","214","","Dual horse cash","","Dual horse cash","Open new browser with magic link","Open new browser with magic link",""
"passed","Thu Feb 04 02:51:47 GMT 2021","Thu Feb 04 02:51:58 GMT 2021","10389","","Purchase horse with ETH","","Purchase horse with ETH","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
