"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 14 02:00:51 GMT 2021","Wed Jul 14 02:01:36 GMT 2021","45038","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"passed","Wed Jul 14 04:22:10 GMT 2021","Wed Jul 14 04:22:15 GMT 2021","4427","","Pick horses and add into the entry with fee racing when logged by Meta Mask","","Pick horses and add into the entry with fee racing when logged by Meta Mask","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 02:56:54 GMT 2021","Wed Jul 14 02:57:39 GMT 2021","45027","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a result on Result Page","Validate has a result on Result Page",""
"failed","Wed Jul 14 04:37:40 GMT 2021","Wed Jul 14 04:42:40 GMT 2021","300010","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Check if ETH balance is updated","Check if ETH balance is updated",""
"failed","Wed Jul 14 03:31:49 GMT 2021","Wed Jul 14 03:31:50 GMT 2021","322","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Open new browser with magic link","Open new browser with magic link",""
"failed","Wed Jul 14 04:51:54 GMT 2021","Wed Jul 14 04:53:38 GMT 2021","103064","","Give a name to newborn horse when logging in with Metamask","","Give a name to newborn horse when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"passed","Wed Jul 14 01:59:05 GMT 2021","Wed Jul 14 01:59:09 GMT 2021","4121","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 05:49:03 GMT 2021","Wed Jul 14 05:49:05 GMT 2021","1910","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Wed Jul 14 05:59:53 GMT 2021","Wed Jul 14 05:59:59 GMT 2021","5688","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 02:11:51 GMT 2021","Wed Jul 14 02:16:51 GMT 2021","300004","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Go back to user stable and check if horse is transferred","Go back to user stable and check if horse is transferred",""
"failed","Wed Jul 14 04:17:08 GMT 2021","Wed Jul 14 04:22:08 GMT 2021","300004","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Go to Stable page and verify there is a new horse","Go to Stable page and verify there is a new horse",""
"failed","Wed Jul 14 05:15:14 GMT 2021","Wed Jul 14 05:20:14 GMT 2021","300014","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Go to My Settings page then click on Select Racehorse","Go to My Settings page then click on Select Racehorse",""
"failed","Wed Jul 14 03:56:23 GMT 2021","Wed Jul 14 03:57:08 GMT 2021","45029","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Check that avatar is shown then click on Breeding link","Check that avatar is shown then click on Breeding link",""
"failed","Wed Jul 14 02:33:17 GMT 2021","Wed Jul 14 02:38:17 GMT 2021","300003","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Go to Activity page and check if we breed successfully","Go to Activity page and check if we breed successfully",""
"failed","Wed Jul 14 06:55:39 GMT 2021","Wed Jul 14 07:00:39 GMT 2021","300007","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Switch back to ZedRun page and verify login successful","Switch back to ZedRun page and verify login successful",""
"failed","Wed Jul 14 05:37:41 GMT 2021","Wed Jul 14 05:38:16 GMT 2021","35529","","Pick horses and add into the free racing when logged by Meta Mask","","Pick horses and add into the free racing when logged by Meta Mask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Wed Jul 14 03:14:50 GMT 2021","Wed Jul 14 03:15:20 GMT 2021","30006","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Confirm the transfer","Confirm the transfer",""
"failed","Wed Jul 14 03:21:46 GMT 2021","Wed Jul 14 03:26:46 GMT 2021","300031","","Generate stud horse","","Generate stud horse","Filter with male horse","Filter with male horse",""
"failed","Wed Jul 14 02:11:36 GMT 2021","Wed Jul 14 02:11:51 GMT 2021","15024","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Check the detail payment","Check the detail payment",""
"failed","Wed Jul 14 06:55:37 GMT 2021","Wed Jul 14 06:55:39 GMT 2021","1967","","Login to ZedRun with magic link","","Login to ZedRun with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Wed Jul 14 04:30:25 GMT 2021","Wed Jul 14 04:32:40 GMT 2021","135059","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Wed Jul 14 06:39:50 GMT 2021","Wed Jul 14 06:39:51 GMT 2021","322","","Pick horses and add into the free racing when logged by Magic Link","","Pick horses and add into the free racing when logged by Magic Link","Open new browser with magic link","Open new browser with magic link",""
"failed","Wed Jul 14 05:05:11 GMT 2021","Wed Jul 14 05:10:11 GMT 2021","300002","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Verify that our order is performed","Verify that our order is performed",""
"failed","Wed Jul 14 06:22:33 GMT 2021","Wed Jul 14 06:24:48 GMT 2021","135084","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Wed Jul 14 03:21:01 GMT 2021","Wed Jul 14 03:21:46 GMT 2021","45017","","Generate stud horse","","Generate stud horse","Click on Filter button in My Stable page","Click on Filter button in My Stable page",""
"failed","Wed Jul 14 03:36:50 GMT 2021","Wed Jul 14 03:37:35 GMT 2021","45040","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate the component displays on Home Page","Validate the component displays on Home Page",""
"failed","Wed Jul 14 04:32:40 GMT 2021","Wed Jul 14 04:37:40 GMT 2021","300021","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Click on Deposit button and type amount to deposit","Click on Deposit button and type amount to deposit",""
"passed","Wed Jul 14 03:03:27 GMT 2021","Wed Jul 14 03:03:31 GMT 2021","4071","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 04:07:08 GMT 2021","Wed Jul 14 04:12:08 GMT 2021","300004","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Proceed breeding steps","Proceed breeding steps",""
"failed","Wed Jul 14 05:20:14 GMT 2021","Wed Jul 14 05:25:14 GMT 2021","300007","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Select horse then click on Transfer button","Select horse then click on Transfer button",""
"failed","Wed Jul 14 03:09:50 GMT 2021","Wed Jul 14 03:14:50 GMT 2021","300011","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Select horse then click on Transfer button","Select horse then click on Transfer button",""
"failed","Wed Jul 14 06:39:51 GMT 2021","Wed Jul 14 06:44:51 GMT 2021","300017","","Pick horses and add into the free racing when logged by Magic Link","","Pick horses and add into the free racing when logged by Magic Link","Check that the ZED app is loading successfully","Check that the ZED app is loading successfully",""
"failed","Wed Jul 14 02:58:24 GMT 2021","Wed Jul 14 03:03:24 GMT 2021","300033","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a racehorse existing on Stable Page","Validate has a racehorse existing on Stable Page",""
"failed","Wed Jul 14 03:03:31 GMT 2021","Wed Jul 14 03:04:05 GMT 2021","33961","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Wed Jul 14 04:44:31 GMT 2021","Wed Jul 14 04:46:46 GMT 2021","135039","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Wed Jul 14 02:57:39 GMT 2021","Wed Jul 14 02:58:24 GMT 2021","45020","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a Winning on Winning Page","Validate has a Winning on Winning Page",""
"failed","Wed Jul 14 02:01:36 GMT 2021","Wed Jul 14 02:06:36 GMT 2021","300013","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Process the checkout with ETH","Process the checkout with ETH",""
"failed","Wed Jul 14 03:41:20 GMT 2021","Wed Jul 14 03:46:20 GMT 2021","300002","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate has a racehorse existing on Stable Page","Validate has a racehorse existing on Stable Page",""
"failed","Wed Jul 14 05:25:14 GMT 2021","Wed Jul 14 05:30:14 GMT 2021","300004","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Check that we can not search this horse anymore","Check that we can not search this horse anymore",""
"failed","Wed Jul 14 04:22:50 GMT 2021","Wed Jul 14 04:27:50 GMT 2021","300012","","Pick horses and add into the entry with fee racing when logged by Meta Mask","","Pick horses and add into the entry with fee racing when logged by Meta Mask","Check that the ZED app is loading successfully","Check that the ZED app is loading successfully",""
"failed","Wed Jul 14 04:53:38 GMT 2021","Wed Jul 14 04:54:23 GMT 2021","45030","","Give a name to newborn horse when logging in with Metamask","","Give a name to newborn horse when logging in with Metamask","Click on Accept button to close the cookie popup","Click on Accept button to close the cookie popup",""
"failed","Wed Jul 14 03:39:05 GMT 2021","Wed Jul 14 03:39:50 GMT 2021","45023","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate has a race open on Events page","Validate has a race open on Events page",""
"passed","Wed Jul 14 04:42:43 GMT 2021","Wed Jul 14 04:42:48 GMT 2021","4363","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 04:59:24 GMT 2021","Wed Jul 14 04:59:26 GMT 2021","1981","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Wed Jul 14 04:46:46 GMT 2021","Wed Jul 14 04:51:46 GMT 2021","300012","","Withdraw from ETH balance by logging in with Metamask","","Withdraw from ETH balance by logging in with Metamask","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Wed Jul 14 03:37:35 GMT 2021","Wed Jul 14 03:38:20 GMT 2021","45028","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate Marketplace Page has a racehorse","Validate Marketplace Page has a racehorse",""
"passed","Wed Jul 14 05:59:59 GMT 2021","Wed Jul 14 06:00:10 GMT 2021","11021","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
"failed","Wed Jul 14 06:22:33 GMT 2021","Wed Jul 14 06:22:33 GMT 2021","293","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Wed Jul 14 06:00:10 GMT 2021","Wed Jul 14 06:00:12 GMT 2021","1579","","Login to ZedRun with Metamask","","Login to ZedRun with Metamask","Check that avatar is shown","Check that avatar is shown",""
"failed","Wed Jul 14 03:04:05 GMT 2021","Wed Jul 14 03:04:50 GMT 2021","45021","","Transfer horse to other wallet address - Logging with Metamask","","Transfer horse to other wallet address - Logging with Metamask","Wait until homepage is loading","Wait until homepage is loading",""
"passed","Wed Jul 14 05:37:36 GMT 2021","Wed Jul 14 05:37:41 GMT 2021","4774","","Pick horses and add into the free racing when logged by Meta Mask","","Pick horses and add into the free racing when logged by Meta Mask","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 04:02:08 GMT 2021","Wed Jul 14 04:07:08 GMT 2021","300005","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Select female horse","Select female horse",""
"failed","Wed Jul 14 05:15:14 GMT 2021","Wed Jul 14 05:15:14 GMT 2021","280","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Wed Jul 14 05:44:03 GMT 2021","Wed Jul 14 05:49:03 GMT 2021","300011","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Wed Jul 14 03:40:35 GMT 2021","Wed Jul 14 03:41:20 GMT 2021","45022","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Validate has a Winning on Winning Page","Validate has a Winning on Winning Page",""
"failed","Wed Jul 14 02:23:17 GMT 2021","Wed Jul 14 02:28:17 GMT 2021","300006","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Select female horse","Select female horse",""
"failed","Wed Jul 14 05:15:12 GMT 2021","Wed Jul 14 05:15:14 GMT 2021","1885","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Wed Jul 14 04:51:50 GMT 2021","Wed Jul 14 04:51:54 GMT 2021","4303","","Give a name to newborn horse when logging in with Metamask","","Give a name to newborn horse when logging in with Metamask","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 06:24:48 GMT 2021","Wed Jul 14 06:29:48 GMT 2021","300012","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Click on Withdraw button and check if ZED balance is updated","Click on Withdraw button and check if ZED balance is updated",""
"failed","Wed Jul 14 02:06:36 GMT 2021","Wed Jul 14 02:11:36 GMT 2021","300003","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Verify that our order is performed","Verify that our order is performed",""
"failed","Wed Jul 14 03:56:22 GMT 2021","Wed Jul 14 03:56:23 GMT 2021","221","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Wed Jul 14 02:56:09 GMT 2021","Wed Jul 14 02:56:54 GMT 2021","45024","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate has a race open on Events page","Validate has a race open on Events page",""
"failed","Wed Jul 14 05:35:18 GMT 2021","Wed Jul 14 05:35:18 GMT 2021","254","","Give a name to newborn horse when logging in with magic link","","Give a name to newborn horse when logging in with magic link","Open new browser with magic link","Open new browser with magic link",""
"failed","Wed Jul 14 02:28:17 GMT 2021","Wed Jul 14 02:33:17 GMT 2021","300006","","Generate stud horse when logging in Metamask","","Generate stud horse when logging in Metamask","Proceed breeding steps","Proceed breeding steps",""
"passed","Wed Jul 14 03:20:23 GMT 2021","Wed Jul 14 03:20:27 GMT 2021","3869","","Generate stud horse","","Generate stud horse","Update metamask info","Update metamask info",""
"failed","Wed Jul 14 04:59:26 GMT 2021","Wed Jul 14 05:00:11 GMT 2021","45029","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Go to Marketplace and select first horse","Go to Marketplace and select first horse",""
"failed","Wed Jul 14 03:31:47 GMT 2021","Wed Jul 14 03:31:49 GMT 2021","1985","","Do the smoke test to validate the Zed Run works well when logged by Email","","Do the smoke test to validate the Zed Run works well when logged by Email","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"failed","Wed Jul 14 05:35:18 GMT 2021","Wed Jul 14 05:37:33 GMT 2021","135083","","Give a name to newborn horse when logging in with magic link","","Give a name to newborn horse when logging in with magic link","Wait until wallet icon is shown","Wait until wallet icon is shown",""
"failed","Wed Jul 14 05:38:16 GMT 2021","Wed Jul 14 05:43:16 GMT 2021","300005","","Pick horses and add into the free racing when logged by Meta Mask","","Pick horses and add into the free racing when logged by Meta Mask","Check that the ZED app is loading successfully","Check that the ZED app is loading successfully",""
"failed","Wed Jul 14 06:17:31 GMT 2021","Wed Jul 14 06:22:31 GMT 2021","300012","","Withdraw from ZED balance by logging in with magic link","","Withdraw from ZED balance by logging in with magic link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Wed Jul 14 05:49:05 GMT 2021","Wed Jul 14 05:49:05 GMT 2021","284","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Open new browser with magic link","Open new browser with magic link",""
"failed","Wed Jul 14 06:05:15 GMT 2021","Wed Jul 14 06:07:30 GMT 2021","135084","","Deposite to ZED balance by logging in with magic link","","Deposite to ZED balance by logging in with magic link","Wait until wallet icon is shown then click on Wallet icon","Wait until wallet icon is shown then click on Wallet icon",""
"failed","Wed Jul 14 05:10:11 GMT 2021","Wed Jul 14 05:10:11 GMT 2021","2","","Buy horse with credit card - Logging with Metamask","","Buy horse with credit card - Logging with Metamask","Check the detail payment","Check the detail payment",""
"failed","Wed Jul 14 02:48:20 GMT 2021","Wed Jul 14 02:48:54 GMT 2021","33872","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
